text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,daß die es vielfach an dem rechten Ernste fehlen lassen,"[[300438, 300445], [300492, 300539]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,denen die Fürsorge für junge Seelen obliegt,"[[300447, 300490]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Es bleibt dabei,"[[300541, 300556]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,die Hauptschuld tragen die Eltern und Erzieher,"[[300558, 300604]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Lindequist, denselben Ton anschlagend wie Innstetten, antwortete","[[300608, 300672]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,daß das alles sehr  richtig,"[[300674, 300700]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,der Geist der Zeit aber zu mächtig sei,"[[300702, 300740]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Geist der Zeit,"[[300744, 300758]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,sagte Sidonie,"[[300761, 300774]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Kommen Sie mir nicht damit,"[[300777, 300803]]",non_event,,,,,['character_speech'],,,"['imperative_sentence', 'negation']"
Effi Briest,Das kann ich nicht hören,"[[300805, 300829]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,das ist der Ausdruck höchster Schwäche,"[[300831, 300869]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Bankrutterklärung,"[[300871, 300888]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Ich  kenne das,"[[300890, 300903]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,nie scharf  zufassen wollen,"[[300905, 300931]]",non_event,,,,,['character_speech'],,,"['generic_sentence', 'negation']"
Effi Briest,immer dem Unbequemen aus dem Wege gehen,"[[300933, 300972]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Denn Pflicht ist unbequem,"[[300974, 300999]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Und so wird nur allzu leicht vergessen,"[[301001, 301039]]",process,['yes'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,daß das uns anvertraute Gut auch 'mal von uns zurückgefordert wird,"[[301041, 301107]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,"Eingreifen, lieber Pastor","[[301109, 301134]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Zucht,"[[301136, 301141]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Das Fleisch ist schwach,"[[301143, 301166]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,gewiß,"[[301168, 301173]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,aber,"[[301175, 301179]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,In diesem Augenblicke kam ein englisches Roastbeef,"[[301188, 301238]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"von dem Sidonie ziemlich ausgiebig nahm,  ohne Lindequist's Lächeln dabei zu bemerken","[[301240, 301324]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Und weil sie's nicht bemerkte,"[[301326, 301355]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,so durfte es auch nicht Wunder nehmen,"[[301357, 301394]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,daß sie mit vieler Unbefangenheit fortfuhr,"[[301396, 301438]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Es kann übrigens alles nicht wohl anders sein,"[[301441, 301463], [301485, 301507]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,was Sie hier sehen,"[[301465, 301483]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,alles ist schief und verfahren von Anfang an,"[[301509, 301553]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Ring, Ring","[[301555, 301565]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,wenn ich nicht irre,"[[301568, 301587]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,hat es drüben in Schweden oder da herum 'mal einen Sagenkönig dieses Namens gegeben,"[[301589, 301672]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Nun sehen Sie,"[[301674, 301687]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,benimmt er sich nicht,"[[301689, 301710]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,als ob er von dem abstamme,"[[301712, 301738]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und seine Mutter war eine Plättfrau in Cöslin,"[[301740, 301756], [301785, 301813]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,die ich noch gekannt habe,"[[301758, 301783]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,Ich kann darin nichts schlimmes finden,"[[301818, 301856]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Schlimmes finden,"[[301861, 301877]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'question']"
Effi Briest,Ich auch nicht,"[[301879, 301893]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,Und jedenfalls giebt es schlimmeres,"[[301895, 301930]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"Aber so viel muß ich doch von Ihnen, als einem geweihten Diener der Kirche, gewärtigen dürfen","[[301932, 302025]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,daß Sie die gesellschaftlichen  Ordnungen gelten lassen,"[[302027, 302081]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Ein  Oberförster ist ein bißchen mehr als ein Förster,"[[302083, 302135]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und ein Förster hat nicht solche Weinkühler und solch' Silberzeug,"[[302137, 302202]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,das alles ist ungehörig,"[[302204, 302227]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"und zieht dann solche Kinder groß, wie dies Fräulein Cora","[[302228, 302285]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Sidonie würde sich auch heute bis zum Kassandrablick in die Zukunft gesteigert haben,"[[302289, 302296], [302428, 302504]]",non_event,,,,,['narrator_speech'],,,['conditional_sentence']
Effi Briest,"jedesmal bereit, irgend 'was Schreckliches zu  prophezeien","[[302298, 302355]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"wenn sie, vom Geist überkommen, die Schalen ihres  Zornes ausschüttete","[[302357, 302426]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,wenn nicht in eben diesem Augenblicke die dampfende Punschbowle auf der Tafel erschienen wäre,"[[302506, 302569], [302630, 302659]]",non_event,,,,,['narrator_speech'],,,['conditional_sentence']
Effi Briest,womit  die Weihnachtsréunions bei Ring immer abschlossen,"[[302572, 302627]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,dazu Krausgebackenes,"[[302661, 302681]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,"das, geschickt über einander getürmt, noch weit über die vor einigen Stunden aufgetragene Kaffeekuchenpyramide  hinauswuchs","[[302683, 302805]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Und nun trat auch  Ring selbst mit einer gewissen strahlenden Feierlichkeit in Aktion,"[[302807, 302836], [302885, 302939]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der sich bis dahin etwas zurückgehalten hatte,"[[302838, 302883]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"und begann die vor ihm stehenden Gläser, große geschliffene Römer, in virtuosem Bogensturz zu füllen","[[302940, 303040]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,ein Einschenkekunststück,"[[303042, 303066]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"das die stets schlagfertige Frau von Padden 'mal als ,Ring'sche Füllung en cascade‘ bezeichnet hatte","[[303068, 303111], [303138, 303194]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die heute leider fehlte,"[[303113, 303136]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,Rotgolden wölbte sich dabei der Strahl,"[[303196, 303234]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und kein Tropfen durfte verloren gehen,"[[303236, 303274]]",non_event,,,,,['narrator_speech'],,,"['modalised_statement', 'negation']"
Effi Briest,So war es auch heute wieder,"[[303276, 303303]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"Zuletzt aber erhob sich der alte Papenhagner, um, wie herkömmlich bei Festlichkeiten derart, einen Toast auf seinen lieben Oberförster auszubringen","[[303305, 303317], [303471, 303605]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,als jeder in Händen  hielt,"[[303319, 303328], [303345, 303360]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,was ihm zukam,"[[303330, 303343]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,auch Cora,"[[303363, 303372]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,die sich mittlerweile mit ihrem rotblonden  Wellenhaar auf „Onkel Crampas'“ Schoß gesetzt hatte,"[[303374, 303468]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Es gäbe viele Ringe,"[[303607, 303626]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,so etwa begann er,"[[303628, 303645]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Jahresringe, Gardinenringe, Trauringe","[[303647, 303684]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und was nun gar die Verlobungsringe angehe,"[[303686, 303701], [303762, 303788]]",process,['no'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,denn auch davon dürfe sich am Ende wohl sprechen lassen,"[[303704, 303759]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,so sei glücklicherweise die Gewähr gegeben,"[[303790, 303832]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,daß einer davon in kürzester Frist in diesem Hause sichtbar werden,"[[303834, 303900]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und den Ringfinger eines kleinen hübschen Pätschelchens zieren werde,"[[303901, 303919], [303976, 304025]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und zwar hier in einem doppelten Sinne den Ringfinger,"[[303921, 303974]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,Unerhört,"[[304035, 304043]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,raunte Sidonie dem Pastor zu,"[[304046, 304074]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Ja, meine Freunde viele Ringe giebt es","[[304078, 304095], [304142, 304162]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,fuhr Güldenklee mit gehobener Stimme fort,"[[304098, 304139]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und es giebt sogar eine Geschichte,"[[304164, 304198]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,die wir alle kennen,"[[304200, 304219]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"die die Geschichte von den ,drei Ringen‘ heißt","[[304221, 304267]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,eine Judengeschichte,"[[304269, 304289]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"die, wie der ganze liberale Krimskrams, nichts  wie Verwirrung und Unheil gestiftet hat","[[304291, 304377]]",process,['no'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,und noch stiftet,"[[304378, 304394]]",process,['no'],['yes'],['no'],[1],['character_speech'],[2],,
Effi Briest,Gott bessere es,"[[304396, 304411]]",non_event,,,,,['character_speech'],,,['request']
Effi Briest,"Und nun lassen Sie mich schließen, um Ihre Geduld und Nachsicht nicht über Gebühr in Anspruch zu nehmen","[[304413, 304516]]",non_event,,,,,['character_speech'],,,"['imperative_sentence', 'request']"
Effi Briest,"Ich bin nicht für diese drei Ringe, meine Lieben","[[304518, 304566]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,ich bin vielmehr für einen Ring,"[[304568, 304599]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,für einen Ring,"[[304601, 304615]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,der so recht ein Ring ist,"[[304617, 304642]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,wie er sein soll,"[[304643, 304659]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,ein Ring,"[[304661, 304669]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,der alles Gute an diesem seinem gastlichen Tisch  vereinigt sieht,"[[304671, 304685], [304850, 304899]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,was wir in unsrem altpommerschen Kessiner Kreise haben,"[[304687, 304741]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,alles,"[[304743, 304748]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,was noch mit Gott für König und Vaterland einsteht,"[[304750, 304800]]",process,['yes'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,und es sind ihrer noch einige,"[[304803, 304832]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,lauter Jubel,"[[304834, 304846]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,Für diesen Ring bin ich,"[[304901, 304924]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Er lebe hoch,"[[304926, 304938]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Alles stimmte ein,"[[304942, 304959]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und umdrängte Ring,"[[304960, 304978]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der das Amt des ‚Einschenkens en cascade‘ an den ihm gegenüber sitzenden Crampas abtreten mußte,"[[304980, 304983], [305007, 305098]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,so lange das dauerte,"[[304985, 305005]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,der Hauslehrer aber stürzte von seinem Platz am unteren Ende der Tafel an das Klavie,"[[305100, 305184]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,und schlug die ersten Takte des Preußenliedes an,"[[305186, 305234]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,worauf alles stehend und feierlich einfiel,"[[305236, 305278]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Ich bin ein Preuße,"[[305281, 305299]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,will ein Preuße sein,"[[305306, 305326]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Es ist doch etwas Schönes,"[[305331, 305356]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,sagte gleich nach der ersten Strophe der alte Borcke zu Innstetten,"[[305359, 305425]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,so 'was hat man in anderen Ländern nicht,"[[305428, 305468]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Nein,"[[305473, 305477]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,antwortete Innstetten,"[[305480, 305501]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der von solchem Patriotismus nicht viel hielt,"[[305503, 305548]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,in anderen Ländern hat man 'was anderes,"[[305551, 305590]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Man sang alle Strophen durch,"[[305594, 305622]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,dann hieß es,"[[305624, 305636]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die Wagen seien vorgefahren,"[[305638, 305665]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,"und gleich darnach erhob sich alles, um die Pferde nicht warten zu lassen","[[305667, 305740]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Denn diese Rücksicht „auf die Pferde“ ging auch im Kreise Kessin allem anderen vor,"[[305742, 305824]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Im Hausflur standen zwei hübsche Mägde,"[[305826, 305864]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Ring hielt auf dergleichen, um den Herrschaften beim Anziehen ihrer Pelze behülflich zu sein","[[305866, 305958]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Alles war heiter angeregt,"[[305960, 305985]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,einige mehr als das,"[[305987, 306006]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,und das Einsteigen in die verschiedenen  Gefährte schien sich schnell und ohne Störung vollziehen zu sollen,"[[306008, 306114]]",non_event,,,,,['narrator_speech'],,,['modalised_statement']
Effi Briest,als es mit einemmal hieß,"[[306116, 306140]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[2],,
Effi Briest,der Gieshübler'sche Schlitten sei nicht da,"[[306142, 306184]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Gieshübler selbst war viel zu artig, um gleich Unruhe zu zeigen oder gar Lärm zu machen","[[306186, 306273]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
